state	count	event type	study population	race	year
Missouri	48	Mortality	205920	Hispanic	2009
Missouri	0	Incidence	213564	Hispanic	2010
Missouri	59	Mortality	213790	Hispanic	2010
Missouri	0	Incidence	219070	Hispanic	2011
Missouri	59	Mortality	213790	Hispanic	2011
Missouri	24905	Incidence	4824973	White	1999
Missouri	10890	Mortality	4824973	White	1999
Missouri	24722	Incidence	4849650	White	2000
Missouri	10897	Mortality	4849650	White	2000
Missouri	25530	Incidence	4870383	White	2001
Missouri	11072	Mortality	4870383	White	2001
Missouri	25731	Incidence	4891238	White	2002
Missouri	11022	Mortality	4891238	White	2002
Missouri	25920	Incidence	4913336	White	2003
Missouri	11036	Mortality	4913336	White	2003
Missouri	25888	Incidence	4937590	White	2004
Missouri	11118	Mortality	4937590	White	2004
Missouri	27387	Incidence	4965900	White	2005
Missouri	11121	Mortality	4965900	White	2005
Missouri	27434	Incidence	5002188	White	2006
Missouri	11162	Mortality	5002188	White	2006
Missouri	27571	Incidence	5033689	White	2007
Missouri	11038	Mortality	5033689	White	2007
Missouri	137685	Incidence	25382406	White	2009
Missouri	56002	Mortality	25276606	White	2009
Missouri	27511	Incidence	5057536	White	2008
Missouri	11307	Mortality	5057536	White	2008
Missouri	28180	Incidence	5081387	White	2009
Missouri	11253	Mortality	5081387	White	2009
Missouri	27277	Incidence	5102297	White	2010
Missouri	11242	Mortality	5101806	White	2010
Missouri	27146	Incidence	5107497	White	2011
Missouri	11242	Mortality	5101806	White	2011
Montana	4570	Incidence	897507	All Races	1999
Montana	1854	Mortality	897507	All Races	1999
Montana	4768	Incidence	903773	All Races	2000
Montana	1867	Mortality	903773	All Races	2000
Montana	4971	Incidence	906961	All Races	2001
Montana	1956	Mortality	906961	All Races	2001
Montana	4974	Incidence	911667	All Races	2002
Montana	1911	Mortality	911667	All Races	2002
Montana	4961	Incidence	919630	All Races	2003
Montana	1847	Mortality	919630	All Races	2003
Montana	4892	Incidence	930009	All Races	2004
Montana	1867	Mortality	930009	All Races	2004
Montana	5209	Incidence	940102	All Races	2005
Montana	1956	Mortality	940102	All Races	2005
Montana	5159	Incidence	952692	All Races	2006
Montana	1943	Mortality	952692	All Races	2006
Montana	5323	Incidence	964706	All Races	2007
Montana	1921	Mortality	964706	All Races	2007
Montana	27427	Incidence	4913505	All Races	2009
Montana	9563	Mortality	4868753	All Races	2009
Montana	5335	Incidence	976415	All Races	2008
Montana	1862	Mortality	976415	All Races	2008
Montana	5563	Incidence	983982	All Races	2009
Montana	1914	Mortality	983982	All Races	2009
Montana	5573	Incidence	990735	All Races	2010
Montana	1923	Mortality	990958	All Races	2010
Montana	5633	Incidence	997667	All Races	2011
Montana	1923	Mortality	990958	All Races	2011
Montana	0	Incidence	3110	Black	1999
Montana	0	Mortality	3110	Black	1999
Montana	0	Incidence	4056	Black	2000
Montana	0	Mortality	4056	Black	2000
Montana	0	Incidence	4510	Black	2001
Montana	0	Mortality	4510	Black	2001
Montana	0	Incidence	4845	Black	2002
Montana	0	Mortality	4845	Black	2002
Montana	0	Incidence	5223	Black	2003
Montana	0	Mortality	5223	Black	2003
Montana	0	Incidence	5611	Black	2004
Montana	0	Mortality	5611	Black	2004
Montana	0	Incidence	5844	Black	2005
Montana	0	Mortality	5844	Black	2005
Montana	0	Incidence	6227	Black	2006
Montana	0	Mortality	6227	Black	2006
Montana	0	Incidence	6460	Black	2007
Montana	0	Mortality	6460	Black	2007
Montana	54	Incidence	35085	Black	2009
Montana	17	Mortality	33358	Black	2009
Montana	0	Incidence	6665	Black	2008
Montana	0	Mortality	6665	Black	2008
Montana	0	Incidence	6917	Black	2009
Montana	0	Mortality	6917	Black	2009
Montana	0	Incidence	7066	Black	2010
Montana	0	Mortality	7089	Black	2010
Montana	0	Incidence	7977	Black	2011
Montana	0	Mortality	7089	Black	2011
Montana	28	Incidence	16561	Hispanic	1999
Montana	0	Mortality	16561	Hispanic	1999
Montana	35	Incidence	18191	Hispanic	2000
Montana	0	Mortality	18191	Hispanic	2000
Montana	59	Incidence	19546	Hispanic	2001
Montana	17	Mortality	19546	Hispanic	2001
Montana	51	Incidence	20622	Hispanic	2002
Montana	0	Mortality	20622	Hispanic	2002
Montana	54	Incidence	21814	Hispanic	2003
Montana	0	Mortality	21814	Hispanic	2003
Montana	38	Incidence	22766	Hispanic	2004
Montana	0	Mortality	22766	Hispanic	2004
Montana	56	Incidence	24153	Hispanic	2005
Montana	0	Mortality	24153	Hispanic	2005
Montana	56	Incidence	25301	Hispanic	2006
Montana	0	Mortality	25301	Hispanic	2006
Montana	48	Incidence	26440	Hispanic	2007
Montana	16	Mortality	26440	Hispanic	2007
Montana	322	Incidence	140873	Hispanic	2009
Montana	65	Mortality	136095	Hispanic	2009
Montana	72	Incidence	27373	Hispanic	2008
Montana	16	Mortality	27373	Hispanic	2008
Montana	63	Incidence	28210	Hispanic	2009
Montana	0	Mortality	28210	Hispanic	2009
Montana	76	Incidence	28751	Hispanic	2010
Montana	0	Mortality	28771	Hispanic	2010
Montana	63	Incidence	30099	Hispanic	2011
Montana	0	Mortality	28771	Hispanic	2011
Montana	4309	Incidence	830780	White	1999
Montana	1784	Mortality	830780	White	1999
Montana	4500	Incidence	833789	White	2000
Montana	1792	Mortality	833789	White	2000
Montana	4671	Incidence	835441	White	2001
Montana	1866	Mortality	835441	White	2001
Montana	4705	Incidence	838973	White	2002
Montana	1817	Mortality	838973	White	2002
Montana	4698	Incidence	845586	White	2003
Montana	1776	Mortality	845586	White	2003
Montana	4616	Incidence	854417	White	2004
Montana	1787	Mortality	854417	White	2004
Montana	4898	Incidence	862916	White	2005
Montana	1864	Mortality	862916	White	2005
Montana	4856	Incidence	874054	White	2006
Montana	1837	Mortality	874054	White	2006
Montana	4966	Incidence	884439	White	2007
Montana	1829	Mortality	884439	White	2007
Montana	25585	Incidence	4496631	White	2009
Montana	9119	Mortality	4460168	White	2009
Montana	4986	Incidence	894799	White	2008
Montana	1780	Mortality	894799	White	2008
Montana	5199	Incidence	900620	White	2009
Montana	1832	Mortality	900620	White	2009
Montana	5172	Incidence	906091	White	2010
Montana	1841	Mortality	906256	White	2010
Montana	5262	Incidence	910682	White	2011
Montana	1841	Mortality	906256	White	2011
Mountain	28589	Mortality	17861084	All Races	1999
Mountain	74735	Incidence	18269457	All Races	2000
Mountain	28883	Mortality	18269457	All Races	2000
Mountain	78371	Incidence	18634548	All Races	2001
Mountain	29286	Mortality	18634548	All Races	2001
Mountain	79625	Incidence	18992632	All Races	2002
Mountain	30031	Mortality	18992632	All Races	2002
Mountain	80524	Incidence	19312120	All Races	2003
Mountain	30837	Mortality	19312120	All Races	2003
Mountain	82526	Incidence	19709944	All Races	2004
Mountain	30382	Mortality	19709944	All Races	2004
Mountain	84157	Incidence	20175601	All Races	2005
Mountain	31324	Mortality	20175601	All Races	2005
Mountain	87234	Incidence	20703894	All Races	2006
Mountain	31631	Mortality	20703894	All Races	2006
Mountain	90333	Incidence	21165124	All Races	2007
Mountain	32155	Mortality	21165124	All Races	2007
Mountain	0	Incidence	95688890	All Races	2009
Mountain	162710	Mortality	107414857	All Races	2009
Mountain	92091	Incidence	21554191	All Races	2008
Mountain	32298	Mortality	21554191	All Races	2008
Mountain	95032	Incidence	21858509	All Races	2009
Mountain	32747	Mortality	21858509	All Races	2009
Mountain	93524	Incidence	22128786	All Races	2010
Mountain	33879	Mortality	22133139	All Races	2010
Mountain	33879	Mortality	22133139	All Races	2011
Mountain	683	Mortality	581610	Black	1999
Mountain	1563	Incidence	608852	Black	2000
Mountain	677	Mortality	608852	Black	2000
Mountain	1698	Incidence	639526	Black	2001
Mountain	749	Mortality	639526	Black	2001
Mountain	1656	Incidence	668664	Black	2002
Mountain	700	Mortality	668664	Black	2002
Mountain	1777	Incidence	693470	Black	2003
Mountain	751	Mortality	693470	Black	2003
Mountain	1840	Incidence	729205	Black	2004
Mountain	759	Mortality	729205	Black	2004
Mountain	1910	Incidence	766541	Black	2005
Mountain	821	Mortality	766541	Black	2005
Mountain	2016	Incidence	812621	Black	2006
Mountain	781	Mortality	812621	Black	2006
Mountain	2238	Incidence	853373	Black	2007
Mountain	852	Mortality	853373	Black	2007
Mountain	0	Incidence	3348758	Black	2009
Mountain	4413	Mortality	4432924	Black	2009
Mountain	2271	Incidence	890592	Black	2008
Mountain	870	Mortality	890592	Black	2008
Mountain	2451	Incidence	924794	Black	2009
Mountain	896	Mortality	924794	Black	2009
Mountain	2435	Incidence	951367	Black	2010
Mountain	1014	Mortality	951544	Black	2010
Mountain	1014	Mortality	951544	Black	2011
Mountain	2187	Mortality	3389520	Hispanic	1999
Mountain	6590	Incidence	3582513	Hispanic	2000
Mountain	2330	Mortality	3582513	Hispanic	2000
Mountain	7190	Incidence	3746341	Hispanic	2001
Mountain	2384	Mortality	3746341	Hispanic	2001
Mountain	7542	Incidence	3910536	Hispanic	2002
Mountain	2607	Mortality	3910536	Hispanic	2002
Mountain	7685	Incidence	4057126	Hispanic	2003
Mountain	2828	Mortality	4057126	Hispanic	2003
Mountain	8184	Incidence	4214074	Hispanic	2004
Mountain	2798	Mortality	4214074	Hispanic	2004
Mountain	8499	Incidence	4402856	Hispanic	2005
Mountain	2843	Mortality	4402856	Hispanic	2005
Mountain	9068	Incidence	4611994	Hispanic	2006
Mountain	2822	Mortality	4611994	Hispanic	2006
Mountain	9511	Incidence	4812098	Hispanic	2007
Mountain	3087	Mortality	4812098	Hispanic	2007
Mountain	0	Incidence	22008394	Hispanic	2009
Mountain	15718	Mortality	24776599	Hispanic	2009
Mountain	9897	Incidence	4982119	Hispanic	2008
Mountain	3176	Mortality	4982119	Hispanic	2008
Mountain	10328	Incidence	5118622	Hispanic	2009
Mountain	3322	Mortality	5118622	Hispanic	2009
Mountain	10050	Incidence	5246913	Hispanic	2010
Mountain	3311	Mortality	5251766	Hispanic	2010
Mountain	3311	Mortality	5251766	Hispanic	2011
Mountain	27209	Mortality	16196672	White	1999
Mountain	70821	Incidence	16522304	White	2000
Mountain	27493	Mortality	16522304	White	2000
Mountain	73937	Incidence	16808552	White	2001
Mountain	27675	Mortality	16808552	White	2001
Mountain	75184	Incidence	17087850	White	2002
Mountain	28506	Mortality	17087850	White	2002
Mountain	75581	Incidence	17334835	White	2003
Mountain	29270	Mortality	17334835	White	2003
Mountain	77419	Incidence	17643001	White	2004
Mountain	28739	Mortality	17643001	White	2004
Mountain	78515	Incidence	18007870	White	2005
Mountain	29566	Mortality	18007870	White	2005
Mountain	81364	Incidence	18420468	White	2006
Mountain	29909	Mortality	18420468	White	2006
Mountain	83443	Incidence	18774295	White	2007
Mountain	30356	Mortality	18774295	White	2007
Mountain	0	Incidence	85524246	White	2009
Mountain	153033	Mortality	95021643	White	2009
Mountain	84863	Incidence	19063784	White	2008
Mountain	30337	Mortality	19063784	White	2008
Mountain	87194	Incidence	19281370	White	2009
Mountain	30769	Mortality	19281370	White	2009
Mountain	85168	Incidence	19477424	White	2010
Mountain	31662	Mortality	19481726	White	2010
Mountain	31662	Mortality	19481726	White	2011
Nebraska	8500	Incidence	1704764	All Races	1999
Nebraska	3410	Mortality	1704764	All Races	1999
Nebraska	8558	Incidence	1713820	All Races	2000
Nebraska	3382	Mortality	1713820	All Races	2000
Nebraska	8637	Incidence	1719836	All Races	2001
Nebraska	3389	Mortality	1719836	All Races	2001
Nebraska	8768	Incidence	1728292	All Races	2002
Nebraska	3433	Mortality	1728292	All Races	2002
Nebraska	8599	Incidence	1738643	All Races	2003
Nebraska	3339	Mortality	1738643	All Races	2003
Nebraska	8788	Incidence	1749370	All Races	2004
Nebraska	3270	Mortality	1749370	All Races	2004
Nebraska	9013	Incidence	1761497	All Races	2005
Nebraska	3355	Mortality	1761497	All Races	2005
Nebraska	9134	Incidence	1772693	All Races	2006
Nebraska	3430	Mortality	1772693	All Races	2006
Nebraska	9360	Incidence	1783440	All Races	2007
Nebraska	3479	Mortality	1783440	All Races	2007
Nebraska	45318	Incidence	9064431	All Races	2009
Nebraska	17059	Mortality	8995335	All Races	2009
Nebraska	9150	Incidence	1796378	All Races	2008
Nebraska	3376	Mortality	1796378	All Races	2008
Nebraska	8796	Incidence	1812683	All Races	2009
Nebraska	3336	Mortality	1812683	All Races	2009
Nebraska	9037	Incidence	1829696	All Races	2010
Nebraska	3438	Mortality	1830141	All Races	2010
Nebraska	8975	Incidence	1842234	All Races	2011
Nebraska	3438	Mortality	1830141	All Races	2011
Nebraska	203	Incidence	72024	Black	1999
Nebraska	103	Mortality	72024	Black	1999
Nebraska	220	Incidence	74826	Black	2000
Nebraska	100	Mortality	74826	Black	2000
Nebraska	211	Incidence	76777	Black	2001
Nebraska	113	Mortality	76777	Black	2001
Nebraska	232	Incidence	78371	Black	2002
Nebraska	91	Mortality	78371	Black	2002
Nebraska	230	Incidence	80408	Black	2003
Nebraska	119	Mortality	80408	Black	2003
Nebraska	258	Incidence	82391	Black	2004
Nebraska	111	Mortality	82391	Black	2004
Nebraska	248	Incidence	84487	Black	2005
Nebraska	97	Mortality	84487	Black	2005
Nebraska	264	Incidence	86994	Black	2006
Nebraska	96	Mortality	86994	Black	2006
Nebraska	255	Incidence	89065	Black	2007
Nebraska	113	Mortality	89065	Black	2007
Nebraska	1447	Incidence	470563	Black	2009
Nebraska	570	Mortality	459046	Black	2009
Nebraska	289	Incidence	91900	Black	2008
Nebraska	109	Mortality	91900	Black	2008
Nebraska	291	Incidence	94396	Black	2009
Nebraska	130	Mortality	94396	Black	2009
Nebraska	309	Incidence	96630	Black	2010
Nebraska	122	Mortality	96691	Black	2010
Nebraska	303	Incidence	98572	Black	2011
Nebraska	122	Mortality	96691	Black	2011
Nebraska	134	Incidence	85234	Hispanic	1999
Nebraska	34	Mortality	85234	Hispanic	1999
Nebraska	130	Incidence	95505	Hispanic	2000
Nebraska	35	Mortality	95505	Hispanic	2000
Nebraska	169	Incidence	103215	Hispanic	2001
Nebraska	30	Mortality	103215	Hispanic	2001
Nebraska	185	Incidence	110994	Hispanic	2002
Nebraska	44	Mortality	110994	Hispanic	2002
Nebraska	156	Incidence	118380	Hispanic	2003
Nebraska	42	Mortality	118380	Hispanic	2003
Nebraska	194	Incidence	124667	Hispanic	2004
Nebraska	38	Mortality	124667	Hispanic	2004
Nebraska	183	Incidence	131467	Hispanic	2005
Nebraska	50	Mortality	131467	Hispanic	2005
Nebraska	193	Incidence	138481	Hispanic	2006
Nebraska	50	Mortality	138481	Hispanic	2006
Nebraska	219	Incidence	145077	Hispanic	2007
Nebraska	44	Mortality	145077	Hispanic	2007
Nebraska	1125	Incidence	801239	Hispanic	2009
Nebraska	240	Mortality	765706	Hispanic	2009
Nebraska	202	Incidence	152703	Hispanic	2008
Nebraska	46	Mortality	152703	Hispanic	2008
Nebraska	220	Incidence	160871	Hispanic	2009
Nebraska	38	Mortality	160871	Hispanic	2009
Nebraska	251	Incidence	168440	Hispanic	2010
Nebraska	62	Mortality	168574	Hispanic	2010
Nebraska	233	Incidence	174148	Hispanic	2011
Nebraska	62	Mortality	168574	Hispanic	2011
Nebraska	8133	Incidence	1594738	White	1999
Nebraska	3283	Mortality	1594738	White	1999
Nebraska	8166	Incidence	1596727	White	2000
Nebraska	3255	Mortality	1596727	White	2000
Nebraska	8244	Incidence	1598826	White	2001
Nebraska	3249	Mortality	1598826	White	2001
Nebraska	8339	Incidence	1603540	White	2002
Nebraska	3309	Mortality	1603540	White	2002
Nebraska	8170	Incidence	1609719	White	2003
Nebraska	3192	Mortality	1609719	White	2003
Nebraska	8346	Incidence	1616304	White	2004
Nebraska	3125	Mortality	1616304	White	2004
Nebraska	8554	Incidence	1624229	White	2005
Nebraska	3228	Mortality	1624229	White	2005
Nebraska	8673	Incidence	1630684	White	2006
Nebraska	3307	Mortality	1630684	White	2006
Nebraska	8860	Incidence	1637196	White	2007
Nebraska	3330	Mortality	1637196	White	2007
Nebraska	42670	Incidence	8284273	White	2009
Nebraska	16335	Mortality	8237764	White	2009
Nebraska	8626	Incidence	1644461	White	2008
Nebraska	3242	Mortality	1644461	White	2008
Nebraska	8253	Incidence	1656315	White	2009
Nebraska	3175	Mortality	1656315	White	2009
Nebraska	8539	Incidence	1668776	White	2010
Nebraska	3281	Mortality	1669108	White	2010
Nebraska	8392	Incidence	1677525	White	2011
Nebraska	3281	Mortality	1669108	White	2011
Nevada	3556	Mortality	1934718	All Races	1999
Nevada	9586	Incidence	2018741	All Races	2000
Nevada	3762	Mortality	2018741	All Races	2000
Nevada	9849	Incidence	2098399	All Races	2001
Nevada	3814	Mortality	2098399	All Races	2001
Nevada	10249	Incidence	2173791	All Races	2002
Nevada	3937	Mortality	2173791	All Races	2002
Nevada	10299	Incidence	2248850	All Races	2003
Nevada	4137	Mortality	2248850	All Races	2003
Nevada	10716	Incidence	2346222	All Races	2004
Nevada	4119	Mortality	2346222	All Races	2004
Nevada	10579	Incidence	2432143	All Races	2005
Nevada	4238	Mortality	2432143	All Races	2005
Nevada	11237	Incidence	2522658	All Races	2006
Nevada	4225	Mortality	2522658	All Races	2006
Nevada	10695	Incidence	2601072	All Races	2007
Nevada	4331	Mortality	2601072	All Races	2007
Nevada	21950	Mortality	13166308	All Races	2009
Nevada	11909	Incidence	2653630	All Races	2008
Nevada	4404	Mortality	2653630	All Races	2008
Nevada	12249	Incidence	2684665	All Races	2009
Nevada	4461	Mortality	2684665	All Races	2009
Nevada	11646	Incidence	2703758	All Races	2010
Nevada	4529	Mortality	2704283	All Races	2010
Nevada	4529	Mortality	2704283	All Races	2011
Nevada	189	Mortality	143853	Black	1999
Nevada	507	Incidence	151556	Black	2000
Nevada	193	Mortality	151556	Black	2000
Nevada	525	Incidence	161746	Black	2001
Nevada	227	Mortality	161746	Black	2001
Nevada	512	Incidence	171629	Black	2002
Nevada	207	Mortality	171629	Black	2002
Nevada	585	Incidence	181213	Black	2003
Nevada	227	Mortality	181213	Black	2003
Nevada	559	Incidence	194114	Black	2004
Nevada	256	Mortality	194114	Black	2004
Nevada	613	Incidence	207275	Black	2005
Nevada	270	Mortality	207275	Black	2005
Nevada	604	Incidence	221504	Black	2006
Nevada	248	Mortality	221504	Black	2006
Nevada	628	Incidence	233966	Black	2007
Nevada	273	Mortality	233966	Black	2007
Nevada	1416	Mortality	1207420	Black	2009
Nevada	729	Incidence	244200	Black	2008
Nevada	269	Mortality	244200	Black	2008
Nevada	759	Incidence	251426	Black	2009
Nevada	311	Mortality	251426	Black	2009
Nevada	752	Incidence	256290	Black	2010
Nevada	315	Mortality	256324	Black	2010
Nevada	315	Mortality	256324	Black	2011
Nevada	113	Mortality	364458	Hispanic	1999
Nevada	598	Incidence	400260	Hispanic	2000
Nevada	131	Mortality	400260	Hispanic	2000
Nevada	653	Incidence	433396	Hispanic	2001
Nevada	132	Mortality	433396	Hispanic	2001
Nevada	687	Incidence	465381	Hispanic	2002
Nevada	160	Mortality	465381	Hispanic	2002
Nevada	678	Incidence	495379	Hispanic	2003
Nevada	184	Mortality	495379	Hispanic	2003
Nevada	788	Incidence	531663	Hispanic	2004
Nevada	192	Mortality	531663	Hispanic	2004
Nevada	891	Incidence	570527	Hispanic	2005
Nevada	183	Mortality	570527	Hispanic	2005
Nevada	1079	Incidence	613429	Hispanic	2006
Nevada	199	Mortality	613429	Hispanic	2006
Nevada	985	Incidence	653390	Hispanic	2007
Nevada	246	Mortality	653390	Hispanic	2007
Nevada	1230	Mortality	3371802	Hispanic	2009
Nevada	1062	Incidence	681879	Hispanic	2008
Nevada	236	Mortality	681879	Hispanic	2008
Nevada	1083	Incidence	703367	Hispanic	2009
Nevada	288	Mortality	703367	Hispanic	2009
Nevada	1058	Incidence	718963	Hispanic	2010
Nevada	261	Mortality	719737	Hispanic	2010
Nevada	261	Mortality	719737	Hispanic	2011
Nevada	3246	Mortality	1657752	White	1999
Nevada	8675	Incidence	1721264	White	2000
Nevada	3467	Mortality	1721264	White	2000
Nevada	8856	Incidence	1777260	White	2001
Nevada	3474	Mortality	1777260	White	2001
Nevada	9231	Incidence	1828699	White	2002
Nevada	3600	Mortality	1828699	White	2002
Nevada	9174	Incidence	1880102	White	2003
Nevada	3770	Mortality	1880102	White	2003
Nevada	9526	Incidence	1947914	White	2004
Nevada	3694	Mortality	1947914	White	2004
Nevada	9272	Incidence	2002853	White	2005
Nevada	3789	Mortality	2002853	White	2005
Nevada	9873	Incidence	2060010	White	2006
Nevada	3796	Mortality	2060010	White	2006
Nevada	9177	Incidence	2107687	White	2007
Nevada	3870	Mortality	2107687	White	2007
Nevada	19458	Mortality	10606461	White	2009
Nevada	10308	Incidence	2135244	White	2008
Nevada	3906	Mortality	2135244	White	2008
Nevada	10553	Incidence	2148708	White	2009
Nevada	3931	Mortality	2148708	White	2009
Nevada	9797	Incidence	2153869	White	2010
Nevada	3955	Mortality	2154812	White	2010
Nevada	3955	Mortality	2154812	White	2011
New England	74901	Incidence	13837653	All Races	1999
New England	30068	Mortality	13837653	All Races	1999
New England	76684	Incidence	13949721	All Races	2000
New England	30319	Mortality	13949721	All Races	2000
New England	78538	Incidence	14041043	All Races	2001
New England	29933	Mortality	14041043	All Races	2001
New England	79614	Incidence	14122441	All Races	2002
New England	30439	Mortality	14122441	All Races	2002
New England	78570	Incidence	14182454	All Races	2003
New England	29824	Mortality	14182454	All Races	2003
New England	79846	Incidence	14206683	All Races	2004
New England	29819	Mortality	14206683	All Races	2004
New England	80545	Incidence	14216656	All Races	2005
New England	29494	Mortality	14216656	All Races	2005
New England	83389	Incidence	14245540	All Races	2006
New England	29538	Mortality	14245540	All Races	2006
New England	83216	Incidence	14279205	All Races	2007
New England	29110	Mortality	14279205	All Races	2007
New England	414308	Incidence	72003192	All Races	2009
New England	146161	Mortality	71722022	All Races	2009
New England	83873	Incidence	14340115	All Races	2008
New England	29036	Mortality	14340115	All Races	2008
New England	83915	Incidence	14403575	All Races	2009
New England	29100	Mortality	14403575	All Races	2009
New England	81163	Incidence	14462988	All Races	2010
New England	29377	Mortality	14453587	All Races	2010
New England	82141	Incidence	14517309	All Races	2011
New England	29377	Mortality	14453587	All Races	2011
New England	2450	Incidence	842640	Black	1999
New England	1031	Mortality	842640	Black	1999
New England	2584	Incidence	867494	Black	2000
New England	1105	Mortality	867494	Black	2000
New England	2693	Incidence	892160	Black	2001
New England	1018	Mortality	892160	Black	2001
New England	0	Incidence	916797	Black	2002
New England	1099	Mortality	916797	Black	2002
New England	0	Incidence	940348	Black	2003
New England	1149	Mortality	940348	Black	2003
New England	2962	Incidence	959149	Black	2004
New England	1076	Mortality	959149	Black	2004
New England	2959	Incidence	978348	Black	2005
New England	1099	Mortality	978348	Black	2005
New England	0	Incidence	999863	Black	2006
New England	1123	Mortality	999863	Black	2006
New England	0	Incidence	1021442	Black	2007
New England	1106	Mortality	1021442	Black	2007
New England	17073	Incidence	5342015	Black	2009
New England	5645	Mortality	5228455	Black	2009
New England	0	Incidence	1045498	Black	2008
New England	1124	Mortality	1045498	Black	2008
New England	0	Incidence	1071080	Black	2009
New England	1114	Mortality	1071080	Black	2009
New England	0	Incidence	1091337	Black	2010
New England	1178	Mortality	1090572	Black	2010
New England	0	Incidence	1112658	Black	2011
New England	1178	Mortality	1090572	Black	2011
New England	1802	Incidence	842445	Hispanic	1999
New England	374	Mortality	842445	Hispanic	1999
New England	1947	Incidence	884791	Hispanic	2000
New England	383	Mortality	884791	Hispanic	2000
New England	1966	Incidence	929598	Hispanic	2001
New England	373	Mortality	929598	Hispanic	2001
New England	2079	Incidence	972816	Hispanic	2002
New England	419	Mortality	972816	Hispanic	2002
New England	2173	Incidence	1013774	Hispanic	2003
New England	412	Mortality	1013774	Hispanic	2003
New England	2437	Incidence	1049805	Hispanic	2004
New England	434	Mortality	1049805	Hispanic	2004
New England	2565	Incidence	1085037	Hispanic	2005
New England	463	Mortality	1085037	Hispanic	2005
New England	2631	Incidence	1127028	Hispanic	2006
New England	503	Mortality	1127028	Hispanic	2006
New England	2826	Incidence	1168923	Hispanic	2007
New England	518	Mortality	1168923	Hispanic	2007
New England	0	Incidence	6309158	Hispanic	2009
New England	2850	Mortality	6085554	Hispanic	2009
New England	2987	Incidence	1216339	Hispanic	2008
New England	559	Mortality	1216339	Hispanic	2008
New England	3176	Incidence	1265479	Hispanic	2009
New England	624	Mortality	1265479	Hispanic	2009
New England	3106	Incidence	1307733	Hispanic	2010
New England	646	Mortality	1307785	Hispanic	2010
New England	0	Incidence	1350684	Hispanic	2011
New England	646	Mortality	1307785	Hispanic	2011
New England	71087	Incidence	12550249	White	1999
New England	28783	Mortality	12550249	White	1999
New England	72730	Incidence	12608930	White	2000
New England	29000	Mortality	12608930	White	2000
New England	74363	Incidence	12647106	White	2001
New England	28658	Mortality	12647106	White	2001
New England	75237	Incidence	12677133	White	2002
New England	29064	Mortality	12677133	White	2002
New England	74257	Incidence	12688849	White	2003
New England	28386	Mortality	12688849	White	2003
New England	75147	Incidence	12672241	White	2004
New England	28474	Mortality	12672241	White	2004
New England	75656	Incidence	12640811	White	2005
New England	28067	Mortality	12640811	White	2005
New England	78047	Incidence	12626381	White	2006
New England	28066	Mortality	12626381	White	2006
New England	77593	Incidence	12617638	White	2007
New England	27691	Mortality	12617638	White	2007
New England	383611	Incidence	63221476	White	2009
New England	138674	Mortality	63170920	White	2009
New England	78096	Incidence	12630374	White	2008
New England	27527	Mortality	12630374	White	2008
New England	77755	Incidence	12643258	White	2009
New England	27606	Mortality	12643258	White	2009
New England	74675	Incidence	12660176	White	2010
New England	27784	Mortality	12653269	White	2010
New England	75492	Incidence	12670030	White	2011
New England	27784	Mortality	12653269	White	2011
New Hampshire	5860	Incidence	1222014	All Races	1999
New Hampshire	2408	Mortality	1222014	All Races	1999
New Hampshire	6196	Incidence	1239882	All Races	2000
New Hampshire	2484	Mortality	1239882	All Races	2000
New Hampshire	6502	Incidence	1255517	All Races	2001
New Hampshire	2398	Mortality	1255517	All Races	2001
New Hampshire	6847	Incidence	1269089	All Races	2002
New Hampshire	2529	Mortality	1269089	All Races	2002
New Hampshire	6736	Incidence	1279840	All Races	2003
New Hampshire	2485	Mortality	1279840	All Races	2003
New Hampshire	6985	Incidence	1290121	All Races	2004
New Hampshire	2554	Mortality	1290121	All Races	2004
New Hampshire	7216	Incidence	1298492	All Races	2005
New Hampshire	2549	Mortality	1298492	All Races	2005
New Hampshire	7261	Incidence	1308389	All Races	2006
New Hampshire	2534	Mortality	1308389	All Races	2006
New Hampshire	7418	Incidence	1312540	All Races	2007
New Hampshire	2609	Mortality	1312540	All Races	2007
New Hampshire	38013	Incidence	6579198	All Races	2009
New Hampshire	12806	Mortality	6569744	All Races	2009
New Hampshire	7686	Incidence	1315906	All Races	2008
New Hampshire	2576	Mortality	1315906	All Races	2008
New Hampshire	7565	Incidence	1316102	All Races	2009
New Hampshire	2562	Mortality	1316102	All Races	2009
New Hampshire	7640	Incidence	1316843	All Races	2010
New Hampshire	2525	Mortality	1316807	All Races	2010
New Hampshire	7704	Incidence	1317807	All Races	2011
New Hampshire	2525	Mortality	1316807	All Races	2011
New Hampshire	0	Incidence	10565	Black	1999
New Hampshire	0	Mortality	10565	Black	1999
New Hampshire	20	Incidence	11612	Black	2000
New Hampshire	0	Mortality	11612	Black	2000
New Hampshire	0	Incidence	12863	Black	2001
New Hampshire	0	Mortality	12863	Black	2001
New Hampshire	0	Incidence	13776	Black	2002
New Hampshire	0	Mortality	13776	Black	2002
New Hampshire	20	Incidence	14715	Black	2003
New Hampshire	0	Mortality	14715	Black	2003
New Hampshire	22	Incidence	15590	Black	2004
New Hampshire	0	Mortality	15590	Black	2004
New Hampshire	0	Incidence	16470	Black	2005
New Hampshire	0	Mortality	16470	Black	2005
New Hampshire	0	Incidence	17556	Black	2006
New Hampshire	0	Mortality	17556	Black	2006
